Method,Name,FinalRank,MaximumBigLevel,BigLevels,MaxOpenPositions,RecoveryDurationBars,MaxDrawdownPercent,RecoveryPL,ReserveCoverage,NetProfit,ProfitFactor,SharpeRatio,ExpectedPayoff,BigRatio,SmallRatio,CloseFarShare,ReserveShare,GeometryMode,ATRPeriod,ATRTimeframe,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,MaxHarvestLevels,MaxReverseCycles,StartLot,CloseBigOnSmall,RemainBigOnSmall,SmallReserveShare,UseRecommended5050Preset,FarDistanceMode,ATRInitialMultiplier,ATRBigStartMultiplier,ATRStepMultiplier,ATRFarMultiplier,MinInitialTriggerPoints,MaxInitialTriggerPoints,MinBigMoveStartPoints,MaxBigMoveStartPoints,MinBigMoveStepPoints,MaxBigMoveStepPoints,MinFarDistancePoints,MaxFarDistancePoints,GeometryRoundStep,InitialRoundStep,BigStartRoundStep,BigStepRoundStep,FarDistanceRoundStep,FreezeGeometryPerCycle,PrintAdaptiveGeometryLog,AllowATRManualFallback,ShowATRIndicatorOnChart,SmallFarTouchOffsetPoints,MinReverseStrength,WarningReverseStrength,StrongReverseStrength,MinProjectedReserveCoverage,StopOnInvalidReverseGeometry,StopOnReverseLimit,AllowNegativeSmallReverseNet,LotStep,MaxSpreadPoints,MaxMarginPercent,MaxManagedPositions,MaxAccountMarginPercent,MaxActiveSymbols,StopOnRiskGateBlocked,RiskGateLogIntervalSeconds,MaxCloseRetryAttempts,RetryLogIntervalSeconds,MaxSlippagePoints,CloseAllOnInvalidGeometry,CloseFarOnMaxLevels,ReserveMismatchTolerance,VolumeMismatchToleranceLots,ReconciliationIntervalSeconds,PositionResolutionLookbackSeconds,MagicNumber,AllowRealTrading,UseInternalSimulation,UseMarketOrders,EnableCycleMathCsv,VerboseTickLogs
Full Grid,grid_b1.12_s0.36_cf0.9_g1,-566068.435,5,5,10,61,22.0,23.8,0.712,-8.525,0.9611,-0.1973,-1.705,1.12,0.36,0.9,0.1,1,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Full Grid,grid_b1.12_s0.36_cf0.9_g2,-566068.435,5,5,10,61,22.0,23.8,0.712,-8.525,0.9611,-0.1973,-1.705,1.12,0.36,0.9,0.1,2,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Full Grid,grid_b1.12_s0.36_cf0.9_g3,-566068.435,5,5,10,61,22.0,23.8,0.712,-8.525,0.9611,-0.1973,-1.705,1.12,0.36,0.9,0.1,3,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_139,-566071.418,5,5,10,61,22.0,22.0,0.73,-10.09,0.9552,-0.2019,-2.018,1.12,0.4,0.9,0.1,2,20,60,190,180,90,250,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Full Grid,grid_b1.12_s0.38_cf0.9_g1,-566072.1576,5,5,10,61,22.0,22.9,0.721,-10.038,0.9561,-0.2042,-2.008,1.12,0.38,0.9,0.1,1,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Full Grid,grid_b1.12_s0.38_cf0.9_g2,-566072.1576,5,5,10,61,22.0,22.9,0.721,-10.038,0.9561,-0.2042,-2.008,1.12,0.38,0.9,0.1,2,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Full Grid,grid_b1.12_s0.38_cf0.9_g3,-566072.1576,5,5,10,61,22.0,22.9,0.721,-10.038,0.9561,-0.2042,-2.008,1.12,0.38,0.9,0.1,3,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Latin Hypercube,lhs_000,-566100.1478,5,5,10,61,22.0,18.5,0.685,-18.389,0.9316,-0.2381,-3.678,1.1,0.3,0.9,0.1,1,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.1,0.4,1.6,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Latin Hypercube,lhs_030,-566100.1478,5,5,10,61,22.0,18.5,0.685,-18.389,0.9316,-0.2381,-3.678,1.1,0.3,0.9,0.1,1,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.2,0.4,1.45,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Latin Hypercube,lhs_060,-566100.1478,5,5,10,61,22.0,18.5,0.685,-18.389,0.9316,-0.2381,-3.678,1.1,0.3,0.9,0.1,1,14,0,190,200,75,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.1,0.4,1.6,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_105,-566133.079,5,5,10,63,22.0,50.5,0.685,37.755,1.1052,-0.0012,7.551,1.18,0.3,0.9,0.1,0,14,30,190,200,70,300,7,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_039,-566143.5174,5,5,10,63,22.0,46.9,0.721,33.163,1.0894,-0.0196,6.633,1.18,0.38,0.9,0.1,4,20,60,190,190,90,275,7,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_093,-566184.812,5,5,10,63,22.0,36.25,0.85,15.54,1.0302,-0.1015,3.108,1.15,0.25,0.75,0.25,2,20,60,190,200,70,275,8,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Local Refinement,local_b1.16_s0.36_cf0.9_far300,-566187.1264,5,5,10,63,22.0,39.8,0.712,18.818,1.0458,-0.0835,3.764,1.16,0.36,0.9,0.1,2,14,0,190,200,75,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_025,-566190.2464,5,5,10,63,22.0,27.8,1.212,3.218,0.9791,-0.1758,0.644,1.16,0.36,0.5,0.5,1,14,60,190,220,60,300,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Local Refinement,local_b1.16_s0.38_cf0.9_far300,-566190.8488,5,5,10,63,22.0,38.9,0.721,17.306,1.0408,-0.0904,3.461,1.16,0.38,0.9,0.1,2,14,0,190,200,75,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_069,-566200.3926,5,5,10,63,22.0,36.7,0.703,14.587,1.0327,-0.0981,2.917,1.15,0.34,0.9,0.1,1,20,60,190,200,80,275,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_145,-566204.2926,5,5,10,63,22.0,21.7,1.328,-4.913,0.9494,-0.2135,-0.983,1.15,0.34,0.4,0.6,1,20,60,190,220,80,275,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_060,-566207.964,5,5,10,63,22.0,24.7,1.203,-2.47,0.9619,-0.1996,-0.494,1.15,0.34,0.5,0.5,4,14,60,190,220,70,300,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Bayesian Candidate,bayes_010,-566208.5664,5,5,10,63,22.0,35.8,0.712,11.618,1.0236,-0.1142,2.324,1.15,0.36,0.9,0.1,3,14,0,190,210,70,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Bayesian Candidate,bayes_039,-566208.5664,5,5,10,63,22.0,35.8,0.712,11.618,1.0236,-0.1142,2.324,1.15,0.36,0.9,0.1,2,14,0,190,210,70,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Bayesian Candidate,bayes_086,-566208.5664,5,5,10,63,22.0,35.8,0.712,11.618,1.0236,-0.1142,2.324,1.15,0.36,0.9,0.1,2,14,0,190,200,70,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Local Refinement,local_b1.15_s0.36_cf0.9_far300,-566208.5664,5,5,10,63,22.0,35.8,0.712,11.618,1.0236,-0.1142,2.324,1.15,0.36,0.9,0.1,2,14,0,190,200,75,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_061,-566211.5598,5,5,10,63,22.0,34.0,0.73,10.051,1.0177,-0.1188,2.01,1.15,0.4,0.9,0.1,2,20,0,190,180,70,275,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Local Refinement,local_b1.15_s0.38_cf0.9_far300,-566212.2888,5,5,10,63,22.0,34.9,0.721,10.106,1.0186,-0.1212,2.021,1.15,0.38,0.9,0.1,2,14,0,190,200,75,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_128,-566218.8392,5,5,10,63,22.0,34.5,0.685,8.954,1.0163,-0.1242,1.791,1.14,0.3,0.9,0.1,0,14,0,190,220,60,300,7,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_149,-566227.505,5,5,10,63,22.0,24.3,1.0245,-3.875,0.9638,-0.1935,-0.775,1.14,0.36,0.65,0.35,4,20,30,190,210,75,275,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Bayesian Candidate,bayes_015,-566230.0064,5,5,10,63,22.0,31.8,0.712,4.418,1.0013,-0.145,0.884,1.14,0.36,0.9,0.1,2,14,0,190,210,80,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Local Refinement,local_b1.14_s0.36_cf0.9_far300,-566230.0064,5,5,10,63,22.0,31.8,0.712,4.418,1.0013,-0.145,0.884,1.14,0.36,0.9,0.1,2,14,0,190,200,75,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_045,-566230.4476,5,5,10,63,22.0,26.4,0.9085,-1.488,0.9755,-0.1773,-0.298,1.14,0.38,0.75,0.25,0,20,60,190,210,70,275,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Bayesian Candidate,bayes_067,-566237.4512,5,5,10,63,22.0,30.0,0.73,1.394,0.9913,-0.1589,0.279,1.14,0.4,0.9,0.1,3,14,0,190,210,80,300,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Preset,Ultra_Conservative,-566267.8328,5,5,10,63,18.0,12.7,1.203,-22.614,0.8994,-0.2827,-4.523,1.12,0.34,0.5,0.5,1,20,0,190,200,75,275,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,45.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_095,-566292.792,5,5,10,63,22.0,13.25,0.975,-24.36,0.9024,-0.2785,-4.872,1.1,0.25,0.65,0.35,3,20,0,190,200,60,275,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_140,-566307.7192,5,5,10,63,22.0,6.5,1.185,-35.446,0.8608,-0.3396,-7.089,1.1,0.3,0.5,0.5,0,14,60,190,220,60,300,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_005,-566311.315,5,5,10,63,22.0,15.8,0.712,-22.925,0.9166,-0.2588,-4.585,1.1,0.36,0.9,0.1,4,20,60,190,210,80,275,7,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_119,-566387.8658,5,5,10,65,22.0,40.7,0.703,18.871,1.0466,-0.0858,3.774,1.16,0.34,0.9,0.1,4,14,0,190,220,90,325,7,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_072,-566390.0432,5,5,10,65,22.0,33.25,0.975,10.184,1.0094,-0.1339,2.037,1.15,0.25,0.65,0.35,2,20,0,190,180,70,300,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_104,-566392.555,5,5,10,65,22.0,40.75,0.6625,18.475,1.0469,-0.0854,3.695,1.15,0.25,0.9,0.1,0,14,30,190,190,60,325,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_117,-566397.2606,5,5,10,65,22.0,31.4,1.0335,6.097,0.9949,-0.1574,1.219,1.16,0.38,0.65,0.35,0,14,0,190,190,80,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_065,-566397.6912,5,5,10,65,22.0,26.0,1.23,0.194,0.9691,-0.1896,0.039,1.16,0.4,0.5,0.5,3,20,0,190,210,75,300,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_116,-566402.153,5,5,10,65,22.0,26.0,1.23,-1.265,0.9649,-0.1989,-0.253,1.16,0.4,0.5,0.5,4,14,30,190,200,90,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_156,-566418.7006,5,5,10,65,22.0,27.4,1.0335,-1.103,0.9727,-0.1881,-0.221,1.15,0.38,0.65,0.35,0,14,0,190,190,60,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_071,-566483.4512,5,5,10,65,22.0,10.0,1.23,-28.606,0.8802,-0.3127,-5.721,1.12,0.4,0.5,0.5,1,20,60,190,200,90,300,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_096,-566486.743,5,5,10,65,22.0,14.5,1.0425,-24.215,0.9011,-0.2874,-4.843,1.12,0.4,0.65,0.35,3,14,0,190,220,80,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_113,-566519.4888,5,5,10,65,22.0,14.9,0.721,-25.894,0.9074,-0.275,-5.179,1.1,0.38,0.9,0.1,4,20,30,190,220,75,300,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_070,-566520.6586,5,5,10,65,22.0,10.4,0.9085,-31.743,0.8824,-0.3096,-6.349,1.1,0.38,0.75,0.25,3,20,30,190,190,75,300,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_102,-566544.9858,5,5,10,67,22.0,48.7,0.703,33.271,1.0911,-0.0243,6.654,1.18,0.34,0.9,0.1,0,20,0,190,210,90,325,6,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_081,-566583.541,5,5,10,67,22.0,30.5,1.185,6.295,0.9899,-0.1643,1.259,1.16,0.3,0.5,0.5,4,20,60,190,200,60,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_138,-566589.0358,5,5,10,67,22.0,36.2,0.8905,13.021,1.0216,-0.1204,2.604,1.16,0.34,0.75,0.25,4,20,30,190,180,80,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_054,-566595.3106,5,5,10,67,22.0,38.9,0.721,15.847,1.0366,-0.0997,3.169,1.16,0.38,0.9,0.1,0,20,30,190,200,80,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_125,-566596.455,5,5,10,67,22.0,25.75,1.2875,-1.025,0.9636,-0.2008,-0.205,1.15,0.25,0.4,0.6,3,20,0,190,190,80,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
Random Search,random_036,-566658.045,5,5,10,67,22.0,24.25,0.85,-8.975,0.9552,-0.2124,-1.795,1.12,0.25,0.75,0.25,3,20,60,190,220,70,325,5,10,0.1,0.4,0.6,0.05,false,3,1.0,1.15,0.4,1.5,100,250,100,260,50,125,200,400,5,10,10,5,50,true,true,false,true,0,0.12,0.18,0.3,1.1,true,true,false,0.01,40.0,55.0,10,55.0,10,true,60,20,30,30,true,true,0.01,0.001,300,10,20260609,true,false,true,true,false
