GeneratedAt,GitCommit,Seed,ScenarioId,Direction,SymbolModel,InputSet,Result,Law1Status,Law2Status,Law3Status,RejectReason,OldFar,TargetNewFar,ActualNewFar,OldFarRisk,NewFarRisk,NextBigGross,NextDirectionalExposure,OldCycleGross,NextCycleGross,OldCycleRisk,NextCycleRisk,NextRequiredMargin,Completion,Phases,NoOldFar,NoOldTrend,NoOldSmall,NextFarRiskMoney,NextGrossVolume,NextNetRecoveryExposure,NextWorstCaseFloatingLoss,NextTransitionRisk,NextCycleRiskScore
2026-07-21T20:26:03.934280+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,6,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,2,0.6000000000000001,0.6000000000000001,400,120.00000000000001,1.6800000000000002,1.56,8.0,2.4000000000000004,1600.0,480.00000000000006,2400.0000000000005,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,120.00000000000001,2.4000000000000004,0.96,480.00000000000006,220.4,720.0000000000001
2026-07-21T20:26:03.937609+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,6,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,2,0.6000000000000001,0.6000000000000001,400,120.00000000000001,1.6800000000000002,1.56,8.0,2.4000000000000004,1600.0,480.00000000000006,2400.0000000000005,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,120.00000000000001,2.4000000000000004,0.96,480.00000000000006,220.4,720.0000000000001
2026-07-21T20:26:03.952752+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,7,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,5,1.5,1.5,1000,300.0,4.199999999999999,3.8999999999999995,20.0,6.0,4000.0,1200.0,6000.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,300.0,6.0,2.3999999999999995,1200.0,551.0,1800.0
2026-07-21T20:26:03.955779+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,7,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,5,1.5,1.5,1000,300.0,4.199999999999999,3.8999999999999995,20.0,6.0,4000.0,1200.0,6000.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,300.0,6.0,2.3999999999999995,1200.0,551.0,1800.0
2026-07-21T20:26:03.961639+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,8,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,10,3.0,3.0,2000,600.0,8.399999999999999,7.799999999999999,40.0,12.0,8000.0,2400.0,12000.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,600.0,12.0,4.799999999999999,2400.0,1102.0,3600.0
2026-07-21T20:26:03.964561+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,8,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,10,3.0,3.0,2000,600.0,8.399999999999999,7.799999999999999,40.0,12.0,8000.0,2400.0,12000.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,600.0,12.0,4.799999999999999,2400.0,1102.0,3600.0
2026-07-21T20:26:03.967719+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,9,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,SAFE_REJECTED,PASS,PASS,PASS,INVALID_PHASE_TRANSITION,0.01,0.0,0.0,2.0,0.0,0.0,0.0,0.01,0.0,2.0,0.0,0.0,FAIL,PLAN_CREATED,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T20:26:03.970779+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,9,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,SAFE_REJECTED,PASS,PASS,PASS,INVALID_PHASE_TRANSITION,0.01,0.0,0.0,2.0,0.0,0.0,0.0,0.01,0.0,2.0,0.0,0.0,FAIL,PLAN_CREATED,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T20:26:03.973946+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,10,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,0.05,0.001,0.001,10.0,0.2,0.0028,0.0026,0.20000000000000004,0.004,40.00000000000001,0.8,4.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,0.2,0.004,0.0015999999999999996,0.8,5.51,1.2000000000000002
2026-07-21T20:26:03.976863+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,10,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,0.05,0.001,0.001,10.0,0.2,0.0028,0.0026,0.20000000000000004,0.004,40.00000000000001,0.8,4.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,0.2,0.004,0.0015999999999999996,0.8,5.51,1.2000000000000002
2026-07-21T20:26:03.980000+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,11,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,0.1,0.03,0.03,20.0,6.0,0.08399999999999999,0.07799999999999999,0.4000000000000001,0.12,80.00000000000001,24.0,120.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,6.0,0.12,0.04799999999999999,24.0,11.02,36.0
2026-07-21T20:26:03.983019+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,11,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,0.1,0.03,0.03,20.0,6.0,0.08399999999999999,0.07799999999999999,0.4000000000000001,0.12,80.00000000000001,24.0,120.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,6.0,0.12,0.04799999999999999,24.0,11.02,36.0
2026-07-21T20:26:03.986363+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,12,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,0.5,0.1,0.1,100.0,20.0,0.27999999999999997,0.25999999999999995,2.0,0.4,400.0,80.0,400.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,20.0,0.4,0.15999999999999998,80.0,55.1,120.0
2026-07-21T20:26:03.989232+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,12,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,0.5,0.1,0.1,100.0,20.0,0.27999999999999997,0.25999999999999995,2.0,0.4,400.0,80.0,400.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,20.0,0.4,0.15999999999999998,80.0,55.1,120.0
2026-07-21T20:26:03.992990+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,13,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,1,0.001,0.001,200,0.2,0.0028,0.0026,4.0,0.004,800.0,0.8,4.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,0.2,0.004,0.0015999999999999996,0.8,110.2,1.2000000000000002
2026-07-21T20:26:03.996025+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,13,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,1,0.001,0.001,200,0.2,0.0028,0.0026,4.0,0.004,800.0,0.8,4.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,0.2,0.004,0.0015999999999999996,0.8,110.2,1.2000000000000002
2026-07-21T20:26:04.001910+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,14,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,2,0.6,0.6,400,120.0,1.68,1.5599999999999998,8.0,2.4,1600.0,480.0,2400.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,120.0,2.4,0.9599999999999997,480.0,220.4,720.0
2026-07-21T20:26:04.004869+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,14,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,2,0.6,0.6,400,120.0,1.68,1.5599999999999998,8.0,2.4,1600.0,480.0,2400.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,120.0,2.4,0.9599999999999997,480.0,220.4,720.0
2026-07-21T20:26:04.008055+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,15,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,5,1.5,1.5,1000,300.0,4.199999999999999,3.8999999999999995,20.0,6.0,4000.0,1200.0,6000.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,300.0,6.0,2.3999999999999995,1200.0,551.0,1800.0
2026-07-21T20:26:04.010913+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,15,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,5,1.5,1.5,1000,300.0,4.199999999999999,3.8999999999999995,20.0,6.0,4000.0,1200.0,6000.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,300.0,6.0,2.3999999999999995,1200.0,551.0,1800.0
2026-07-21T20:26:04.038779+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,16,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,10,3.0,3.0,2000,600.0,8.399999999999999,7.799999999999999,40.0,12.0,8000.0,2400.0,12000.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,600.0,12.0,4.799999999999999,2400.0,1102.0,3600.0
2026-07-21T20:26:04.041431+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,16,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,10,3.0,3.0,2000,600.0,8.399999999999999,7.799999999999999,40.0,12.0,8000.0,2400.0,12000.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,600.0,12.0,4.799999999999999,2400.0,1102.0,3600.0
2026-07-21T20:26:04.044757+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,17,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,SAFE_REJECTED,PASS,PASS,PASS,INVALID_PHASE_TRANSITION,0.01,0.0,0.0,2.0,0.0,0.0,0.0,0.03,0.0,6.0,0.0,0.0,FAIL,PLAN_CREATED,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T20:26:04.047690+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,17,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,SAFE_REJECTED,PASS,PASS,PASS,INVALID_PHASE_TRANSITION,0.01,0.0,0.0,2.0,0.0,0.0,0.0,0.03,0.0,6.0,0.0,0.0,FAIL,PLAN_CREATED,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T20:26:04.050713+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,18,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,SAFE_REJECTED,PASS,PASS,PASS,INVALID_PHASE_TRANSITION,0.05,0.0,0.0,10.0,0.0,0.0,0.0,0.15000000000000002,0.0,30.000000000000004,0.0,0.0,FAIL,PLAN_CREATED,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T20:26:04.053576+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,18,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,SAFE_REJECTED,PASS,PASS,PASS,INVALID_PHASE_TRANSITION,0.05,0.0,0.0,10.0,0.0,0.0,0.0,0.15000000000000002,0.0,30.000000000000004,0.0,0.0,FAIL,PLAN_CREATED,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T20:26:04.056833+00:00,6f67297641b3ff80b8fca36552526717aabcd0fd,20260721,19,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,0.1,0.001,0.001,20.0,0.2,0.0028,0.0026,0.4000000000000001,0.004,80.00000000000001,0.8,4.0,VALID_SMALLER_NEXT_CYCLE,PLAN_CREATED|PLAN_VALIDATED|SMALLBASE_CLOSED|OLDFAR_CLOSED|BIGTREND_CLOSED|BIGCORE_COMPRESSED|ACTUAL_REMAIN_VERIFIED|NEXT_GEOMETRY_PREVIEWED|NEWFAR_PROMOTED|FINAL_GATE_CHECKED|NEXT_CYCLE_CREATED,True,True,True,0.2,0.004,0.0015999999999999996,0.8,11.02,1.2000000000000002
